SECTOR;GRUPO;ID;TITULO;NARRATIVA;OPCION_A_TXT;OPCION_A_LOGIC;OPCION_B_TXT;OPCION_B_LOGIC;OPCION_C_TXT;OPCION_C_LOGIC;OPCION_D_TXT;OPCION_D_LOGIC
Psicología organizacional;Competencias técnicas;86;Absentismo vs Presentismo;Las horas extra han subido un 30% pero la facturación es la misma. Dirección celebra el 'compromiso' del equipo.;Sugiero pagar pizzas los viernes para los que se queden hasta tarde.;;Mando una circular recordando que las horas extra deben ser autorizadas previamente.;;Cruzo los datos con las evaluaciones de desempeño para demostrar que hay presentismo e ineficiencia, no compromiso.;people_analytics 1;Me uno a la celebración, al final el equipo está demostrando lealtad en tiempos difíciles.;people_analytics -1
Psicología organizacional;Competencias técnicas;87;Calidad del Dato (Garbage In);Vas a lanzar un dashboard de People Analytics. Descubres que los managers llevan 2 años clasificando mal los motivos de baja (ponen 'Otros' siempre).;Lanzo el dashboard pero pongo una nota al pie en letra pequeña avisando del error.;;Freno el lanzamiento del dashboard hasta limpiar los históricos y formar a los managers, o tomaremos malas decisiones.;people_analytics 1;Borro todos los registros clasificados como 'Otros' para que la gráfica quede más limpia.;;Lanzo el dashboard tal cual, es mejor tener algunos datos (aunque imprecisos) que ir a ciegas.;people_analytics -1
Psicología organizacional;Competencias técnicas;88;Tiempo de Cobertura (Time-to-Fill);El Time-to-Fill (tiempo en cerrar vacantes) ha pasado de 30 a 60 días. El CEO culpa al equipo de selección por ser lentos.;Le digo al CEO que el mercado de talento está muy difícil ahora mismo.;;Acepto la culpa y exijo al equipo de selección que trabaje más horas para bajar la métrica.;people_analytics -1;Analizo el embudo por fases (Time-in-Stage) y descubro que el cuello de botella está en los hiring managers, que tardan 15 días en entrevistar.;people_analytics 1;Cambio la fórmula para que el contador empiece a contar desde la publicación de la oferta, no desde la solicitud.;
Psicología organizacional;Competencias técnicas;89;Eficiencia del Canal (Sourcing);LinkedIn trae el 80% de los CVs, pero cuestan dinero. InfoJobs trae el 20% y es gratis. Finanzas pide cortar LinkedIn.;Publico más en InfoJobs a ver si aumenta su porcentaje de éxito.;;Obedezco a Finanzas y corto LinkedIn para ahorrar costes inmediatos.;people_analytics -1;Mantengo ambos y recorto presupuesto en ferias de empleo para compensar.;;Calculo el 'Coste por Contratación' y la 'Calidad de la Contratación' por canal: InfoJobs trae volumen, pero LinkedIn trae a los que se quedan.;people_analytics 1
Psicología organizacional;Competencias técnicas;90;Análisis de Sentimiento (NLP);Instalas una herramienta que analiza el texto libre de las encuestas (NLP). Detecta la palabra 'quemado' repetida 100 veces, pero no sabes dónde.;Borro la palabra 'quemado' del informe porque es un término muy coloquial y poco científico.;;Filtro los datos de texto por departamento, antigüedad y turno para encontrar focos específicos (clusters) de burnout.;people_analytics 1;Asumo que es una queja generalizada y propongo un plan de bienestar para toda la empresa (Café para todos).;people_analytics -1;Mando una encuesta extra preguntando directamente si la gente está quemada.;
Psicología organizacional;Competencias técnicas;91;Baremos Desactualizados;Estás usando un test de aptitudes administrativas comprado hace 15 años. Un candidato saca un 99 en 'Competencia Digital'.;Invalido el resultado técnico. Por el Efecto Flynn y la obsolescencia tecnológica, un baremo de hace 15 años no mide la realidad de hoy.;psychometrics 1;No le doy importancia, los tests son solo una formalidad burocrática.;;Uso el test pero le resto 10 puntos mentalmente para compensar la antigüedad.;;Celebro el percentil 99 y asumo que el candidato es un superdotado tecnológico.;psychometrics -1
Psicología organizacional;Competencias técnicas;92;Deseabilidad Social (Fake Good);En el test de personalidad 16PF, un candidato para Ventas obtiene un perfil perfecto de extroversión, pero la escala de sinceridad (MI) está por los suelos.;Le descarto inmediatamente sin hablar con él por mentiroso.;;Tomo el perfil con cautela y diseño preguntas conductuales en la entrevista para contrastar esa extroversión simulada.;psychometrics 1;Le hago repetir el test diciéndole que sea más sincero esta vez.;;Le contrato. Al fin y al cabo, un comercial que sabe manipular un test sabrá manipular a un cliente.;psychometrics -1
Psicología organizacional;Competencias técnicas;93;Test Proyectivo en Selección;Un mÃ¡nager insiste en pasar el 'Test del Ã rbol' (proyectivo) a los candidatos a programador porque dice que asÃ­ ve su estructura mental profunda.;Acepto. No hace daño a nadie y así el mánager se queda tranquilo sintiendo que evalúa profundamente.;psychometrics -1;Busco un test proyectivo más moderno, como el de los colores, que parece más profesional.;;Dejo que se lo pase él mismo si quiere, pero RRHH no lo evaluará.;;Me niego. Los tests proyectivos tienen nula validez predictiva para desempeño laboral y carecen de estandarización objetiva.;psychometrics 1
Psicología organizacional;Competencias técnicas;94;Fiabilidad vs Validez;Te venden un test nuevo súper rápido de 5 minutos. Aseguran que tiene una 'fiabilidad del 0.95', pero no mencionan la validez de criterio.;Lo compro y lo pruebo primero con mis compañeros de RRHH a ver qué sale.;;Pido un descuento por volumen al proveedor antes de revisar los manuales.;;Lo compro. Un 0.95 de fiabilidad estadística garantiza que el test es científicamente perfecto para selección.;psychometrics -1;Pido el manual técnico para comprobar la validez predictiva. Un test puede medir un error de forma muy consistente (alta fiabilidad, cero validez).;psychometrics 1
Psicología organizacional;Competencias técnicas;95;Tests de Personalidad como Criba;Recibes 500 CVs. Para ir rápido, configuras el sistema para que descarte automáticamente a todo el que no saque 'Extrovertido' en el test DISC.;Mantengo el filtro. En posiciones de atención al cliente, la extroversión es el único rasgo que importa realmente.;psychometrics -1;Lo configuro para que descarte solo a los 'extremadamente introvertidos'.;;Combino el DISC con la edad para filtrar más rápido todavía.;;Corrijo el proceso. El DISC es una herramienta ipsativa (desarrollo), no normativa. Usarlo como filtro excluyente invalida su uso y es discriminatorio.;psychometrics 1
Psicología organizacional;Competencias técnicas;96;Adaptación Transcultural;Tienes que evaluar a candidatos en la filial de México usando un test psicológico diseñado y baremado en España.;Uso el test pero les doy el doble de tiempo para leer las preguntas.;;Busco una versión validada, adaptada y baremada específicamente para población mexicana, ya que los sesgos idiomáticos y culturales invalidan el original.;psychometrics 1;Uso el test español. Al final todos hablamos el mismo idioma y la psicología humana es universal.;psychometrics -1;Traduzco yo mismo algunas palabras que suenan muy 'de España' (ej: ordenador por computadora).;
Psicología organizacional;Competencias técnicas;97;Efecto de la Práctica (Retesting);Un candidato interno suspende un test de aptitud numérica para un ascenso. Pide repetirlo la semana que viene.;Le dejo repetir exactamente el mismo test. Si se ha esforzado en memorizarlo, merece el puesto por motivación.;psychometrics -1;Le paso un test numérico diferente pero más fácil para que no se frustre.;;Le digo que la política de RRHH dice que hay que esperar 6 meses.;;Uso una forma paralela del test (equivalente) si lo repite, para evitar que la mejora sea por el aprendizaje de las preguntas.;psychometrics 1
Psicología organizacional;Competencias técnicas;98;El CI y el Desempeño;Para un puesto rutinario de almacén (cargar cajas), pasasteis un test de Inteligencia General (g). Un candidato físicamente fuerte saca un CI Límite.;Le hago una entrevista matemática básica para confirmar si el test se equivocaba.;;Le descarto. Las personas con CI bajo siempre serán más problemáticas o lentas a la larga en cualquier posición.;psychometrics -1;Le contrato pero en periodo de prueba vigilado al máximo.;;Omito el resultado. Para tareas rutinarias simples físicas, la validez predictiva del 'Factor G' baja drásticamente frente a pruebas situacionales.;psychometrics 1
Psicología organizacional;Competencias técnicas;99;Falta de Contexto (Devolución);El proveedor del test te envía el informe en PDF y tú se lo reenvías directamente por email al manager del departamento para que decida.;Subrayo con fosforito amarillo los puntos débiles del candidato antes de enviar el PDF.;;Se lo envío pero le digo en el email 'no te fíes al 100% del test'.;;Freno el envío. El informe psicométrico debe ser interpretado y contextualizado por el técnico de RRHH para evitar malas interpretaciones del manager.;psychometrics 1;Es la práctica más eficiente. El manager sabe lo que necesita y el informe está escrito de forma clara.;psychometrics -1
Psicología organizacional;Competencias técnicas;100;Puntos de Corte Arbitrarios;El CEO dice: 'A partir de ahora, nadie que saque menos de 8 sobre 10 en razonamiento verbal entra en la empresa'.;Paso a usar tests más fáciles para que más gente llegue al 8.;;Analizo el desempeño de la plantilla actual. Fijo el punto de corte real (ej. 6.5) basándome en los top performers actuales, no en un número arbitrario.;psychometrics 1;Acato la orden. Un estándar de excelencia alto desde el principio filtra a los mediocres automáticamente.;psychometrics -1;Pongo el filtro en el sistema, pero si alguien saca 7.9 lo subo manualmente.;
Psicología organizacional;Competencias técnicas;101;Filtros Asesinos en ATS;Has publicado una oferta en SuccessFactors. Llevas 1000 CVs inscritos y el ATS ha descartado a 980 porque marcaste 'Inglés Nativo' como excluyente por error.;Vuelvo a publicar la oferta desde cero con otro nombre para empezar limpio.;;Entrevisto a los 20 y si no me gustan ya cambiaré el filtro.;;Desactivo el filtro 'killer question' a 'Inglés C1' y lanzo un proceso de repesca masiva (re-screeing) sobre los descartados.;hr_technology 1;Dejo el filtro. 20 candidatos es un número manejable y los nativos siempre serán mejores, aunque fuera un error inicial.;hr_technology -1
Psicología organizacional;Competencias técnicas;102;Sesgo Algorítmico en IA;La nueva IA de cribado de currículums descarta sistemáticamente a personas que tienen 'huecos' laborales de más de 6 meses (Gap years, maternidad).;Digo en las ofertas que los candidatos justifiquen sus huecos laborales para ayudar a la IA.;;Audito y desactivo esa variable en el modelo de Machine Learning, ya que penaliza trayectorias no lineales y discrimina indirectamente.;hr_technology 1;Reviso a mano los perfiles descartados de mujeres, pero dejo que la IA siga filtrando al resto.;;Confío en la IA. Los algoritmos son objetivos y un hueco de 6 meses indica estadísticamente menor empleabilidad.;hr_technology -1
Psicología organizacional;Competencias técnicas;103;Migración de Datos (ETL);Migráis los datos de nómina de Excel a Workday. El formato de fecha europeo (DD/MM) de tu Excel choca con el americano (MM/DD) del sistema.;Subo los datos ignorando el error. Las fechas de antigüedad de la plantilla ya se irán corrigiendo a mano cuando la gente se queje.;hr_technology -1;Pido a mi equipo que cambie las 5.000 fechas a mano una por una durante el fin de semana.;;Le digo al proveedor de Workday que adapte su software multinacional a mi Excel local.;;Paro la importación. Uso PowerQuery o un script para transformar y limpiar masivamente la base de datos antes de subirla.;hr_technology 1
Psicología organizacional;Competencias técnicas;104;Integración (API);El portal de candidatos (ATS) y el sistema de nómina (ERP) no están conectados. Tu equipo pica los datos a mano de un sistema a otro.;Bajo los datos a un Excel mensual y los subo al otro lado, es un punto medio.;;Levanto un proyecto técnico para integrar ambos sistemas mediante API, automatizando el traspaso de datos (Onboarding).;hr_technology 1;Pido a los nuevos empleados que rellenen sus datos dos veces (una en cada sistema).;;Acepto que RRHH es picar datos. Contrato a un becario para que pase las fichas a mano más rápido.;hr_technology -1
Psicología organizacional;Competencias técnicas;105;Shadow IT (Herramientas No Oficiales);El equipo de reclutamiento usa Trello (versión gratuita personal) para organizarse porque el ATS oficial es 'lento y feo'. Hay datos de candidatos en Trello.;Cierro el uso de Trello por riesgo de RGPD severo y organizo un 'focus group' para mejorar la usabilidad del ATS oficial.;hr_technology 1;Compro licencias corporativas de Trello para legalizarlo, ignorando el ATS que ya pagamos.;;Les dejo usar Trello. Si les hace ser más ágiles reclutando, la usabilidad justifica el desvío del protocolo.;hr_technology -1;Les digo que borren los nombres y usen iniciales en Trello para disimular.;
Psicología organizacional;Competencias técnicas;106;Adopción de Software;Has lanzado un nuevo Portal del Empleado carísimo, pero a los 3 meses solo el 10% de la plantilla se ha conectado.;Reviso las métricas de UX (User Experience) del portal y lanzo una campaña de 'Gestión del Cambio' apoyada en embajadores internos.;hr_technology 1;Pido al CEO que mande un email amenazante a quien no lo use.;;Vuelvo al sistema anterior por falta de adopción.;;Asumo que la gente es reticente al cambio y doy orden de no responder peticiones por email para obligarles a usar el portal.;hr_technology -1
Psicología organizacional;Competencias técnicas;107;Phishing en RRHH;Recibes un email urgente del 'CEO' (desde un correo que no es corporativo) pidiéndote el listado de números de cuenta de los empleados para 'una auditoría confidencial'.;Le contesto preguntándole para qué los necesita exactamente.;;No envío nada. Reporto el correo a Ciberseguridad/IT inmediatamente bajo protocolo de Phishing (Social Engineering).;hr_technology 1;Se los envío cifrados con contraseña. Al ser el CEO, la agilidad manda, pero me cubro poniendo contraseña.;hr_technology -1;Le mando solo los de los directivos por si acaso es urgente.;
Psicología organizacional;Competencias técnicas;108;Plataforma Caída (Nóminas);Es día 28 (cierre de nóminas). El ERP de RRHH se cae a nivel mundial y no tenéis acceso a las incidencias de este mes.;Pido a todo el mundo que mande sus ausencias por Excel en 2 horas e intento cuadrarlo a mano.;;Sigo pulsando F5 con pánico hasta que se arregle.;;Activo el Plan de Continuidad de Negocio (BCP): volcamos la nómina plana del mes pasado para asegurar el pago y ajustaremos el mes que viene.;hr_technology 1;Mando un comunicado a la plantilla diciendo que no cobrarán hasta que el software vuelva a funcionar.;hr_technology -1
Psicología organizacional;Competencias técnicas;109;Auditoría de Accesos;Descubres que ex-empleados que salieron hace 6 meses todavía tienen activa su cuenta en la plataforma de e-learning y beneficios.;Audito el proceso de Offboarding y automatizo que la baja en nómina dispare (trigger) la desactivación de cuentas satélite (Active Directory).;hr_technology 1;Cambio las contraseñas de todos los empleados por seguridad general.;;Culpo a IT por no darse cuenta de que se habían ido.;;Desactivo a esos 5 a mano y no hago nada más, al fin y al cabo un curso gratis no hace daño a la empresa.;hr_technology -1
Psicología organizacional;Competencias técnicas;110;Videoentrevistas Asíncronas;Implantas un sistema donde los candidatos se graban respondiendo preguntas. Un candidato ciego te pide una adaptación.;Le indico que el sistema asíncrono es estándar para todos y que pida a un familiar que le ayude a grabar el vídeo.;hr_technology -1;Ofrezco una alternativa razonable inmediata (llamada telefónica o entrevista por Teams) garantizando accesibilidad y cumplimiento legal.;hr_technology 1;Descarto al candidato para no alterar el proceso estandarizado.;;Pido al proveedor tecnológico que rediseñe su plataforma para ciegos antes de evaluarle.;
Psicología organizacional;Competencias técnicas;111;Derecho al Olvido (RGPD);Un ex-empleado despedido de forma procedente por robar envía un burofax exigiendo la eliminación de todos sus datos personales e historial disciplinario.;Bloqueo los datos (los conservo de forma inaccesible) durante el plazo legal de prescripción para defendernos ante posibles demandas, no los borro.;legal_compliance 1;Borro el expediente disciplinario pero me quedo el número de cuenta y contrato.;;Ignoro el burofax porque lo despidieron por robar.;;Procedo a la destrucción inmediata total de su ficha. El RGPD nos obliga a borrar si el usuario lo solicita explícitamente.;legal_compliance -1
Psicología organizacional;Competencias técnicas;112;Falso Autónomo;El departamento de Diseño quiere contratar a un freelance a tiempo completo. Le exigirán horario de 9 a 18h, usar el ordenador de la empresa y reportar a la directora.;Le digo que trabaje con su propio portátil para disimular un poco.;;Doy el OK. Nos ahorramos seguros sociales y el departamento de Diseño gana la flexibilidad de despedirle cuando acabe el proyecto.;legal_compliance -1;Pido que el freelance firme un papel diciendo que renuncia a reclamar laboralidad.;;Freno la contratación. Cumple criterios de laboralidad (ajenidad y dependencia). Es un fraude de ley (falso autónomo) con alto riesgo de inspección.;legal_compliance 1
Psicología organizacional;Competencias técnicas;113;Auditoría Retributiva;El Registro Retributivo anual arroja una brecha salarial del 28% a favor de los hombres en puestos de dirección. Es superior al 25% legal.;No presento el registro este año y asumo el riesgo de multa leve.;;Incluyo en la auditoría una justificación objetiva y detallada basada en antigüedad/desempeño y establezco un plan de acción para reducirla.;legal_compliance 1;Agrupo los puestos de dirección con los administrativos en el Excel para 'diluir' la estadística y que la brecha quede por debajo del 25%.;legal_compliance -1;Congelo el sueldo a todos los hombres de la empresa de forma inmediata.;
Psicología organizacional;Competencias técnicas;114;Registro de Jornada;Llega la Inspección de Trabajo sin avisar y pide el registro horario del último mes. Muchos empleados se olvidan de fichar y hay huecos.;Delego la atención al inspector al becario de RRHH porque yo 'estoy ocupado'.;;Entrego los registros tal cual están, asumiendo la sanción, y muestro nuestro plan interno de comunicaciones como prueba de buena fe empresarial.;legal_compliance 1;Digo al inspector que estamos exentos porque nuestra plantilla trabaja por proyectos.;;Pido al informático que 'autorrellene' las horas vacías en el software a toda prisa antes de darle el Excel al inspector.;legal_compliance -1
Psicología organizacional;Competencias técnicas;115;Adaptación por Discapacidad;Un empleado técnico sufre un accidente y requiere silla de ruedas. La oficina actual (planta baja sin rampa) no está adaptada.;Pacto una extinción de contrato (despido objetivo por ineptitud sobrevenida) porque es más barato que reformar la oficina.;legal_compliance -1;Le digo que sus compañeros le ayudarán a subir los escalones cada mañana.;;Reubico su puesto temporalmente, encargo una evaluación ergonómica y solicito las reformas de accesibilidad exigidas por ley (Ajustes razonables).;legal_compliance 1;Le permito teletrabajar el 100% del tiempo para no tener que hacer obras.;
Psicología organizacional;Competencias técnicas;116;Protocolo de Acoso;Una empleada acude a ti llorando diciendo que un compañero le manda mensajes privados inapropiados, pero te pide 'por favor que no digas nada'.;Abro diligencias informativas obligatorias protegiendo su identidad, la empresa tiene un deber in vigilando legal que no puedo omitir aunque ella lo pida.;legal_compliance 1;Le digo a ella que intente arreglarlo tomando un café con él primero.;;Respeto su confidencialidad absoluta y guardo el secreto sin activar el protocolo, haciendo de paño de lágrimas amistoso.;legal_compliance -1;Cambio a la chica de departamento sin dar explicaciones a nadie.;
Psicología organizacional;Competencias técnicas;117;Extranjería (Visados);Quieres contratar a un desarrollador senior argentino brillante que está en Madrid con visado de turista (caducado).;Le digo que vuelva a Argentina y le contratamos desde allí.;;Le contrato a través de una factura como si fuera proveedor (B2B) para saltarme el permiso de trabajo por cuenta ajena temporalmente.;legal_compliance -1;Le ofrezco pagarle los gastos en B hasta que consiga los papeles por su cuenta.;;Freno la contratación hasta gestionar su regularización migratoria (Arraigo/PAC). Contratar en situación irregular es sanción muy grave.;legal_compliance 1
Psicología organizacional;Competencias técnicas;118;Cesión Ilegal de Trabajadores;Tenéis a 5 informáticos contratados por una consultora externa (Cárnica), pero les dais órdenes directas, fijáis sus vacaciones y usan vuestro email.;Reviso el contrato mercantil y ajusto operativas para evitar que se demuestre dependencia jerárquica, o procedo a internalizarlos (riesgo de cesión ilegal).;legal_compliance 1;Es el modelo habitual en IT (Body Shopping), mantengo el esquema porque la consultora asume el riesgo laboral teórico.;legal_compliance -1;Hablo con la consultora para que les bajen el sueldo.;;Les cambio el logo del email para que parezcan externos, aunque les siga mandando igual.;
Psicología organizacional;Competencias técnicas;119;Riesgos Psicosociales (PRL);El Departamento de Operaciones tiene niveles de estrés disparados. Prevención de Riesgos pide hacer una Evaluación de Riesgos Psicosociales urgente.;Ofrezco psicólogo online gratis para parchear la situación.;;Culpo a la pandemia y al mercado externo del estrés de la gente.;;Lanzo la evaluación oficial (FPSICO o Istas21) e integro los planes preventivos en la estrategia de dirección, como marca la ley de PRL.;legal_compliance 1;Freno la evaluación oficial por miedo a los resultados y paso una 'encuestilla de clima interna' sin valor legal para tantear el terreno.;legal_compliance -1
Psicología organizacional;Competencias técnicas;120;Videovigilancia Laboral;El gerente sospecha que la gente en almacén roba. Ha instalado cámaras ocultas ayer y te trae un vídeo de un empleado llevándose mercancía para que le despidas.;Uso el vídeo para chantajear al empleado y que firme una baja voluntaria.;;"Procedo al despido disciplinario fulminante; el robo es un incumplimiento grave y la prueba audiovisual es definitiva ante un juez.";legal_compliance -1;Destruyo el vídeo y finjo que no ha pasado nada.;;"Bloqueo el despido con esa prueba. Las cámaras ocultas sin aviso previo (cartel/cláusula) violan el derecho a la intimidad; el despido sería nulo y habría sanción AEPD.";legal_compliance 1
Psicología educativa;Competencias personales;1;Sospecha de Maltrato;Un alumno viene habitualmente con moretones y excusas vagas. No tienes confesión directa, pero los indicadores de riesgo son altos.;Le pregunto al niño directamente y de forma muy incisiva para que confiese.;;Hablo con el tutor para que le vigile más en los recreos y me avise si ve algo.;;Activo el protocolo de maltrato y notifico a servicios sociales/dirección, asumiendo la protección preventiva del menor.;child_advocacy 1;Espero a tener pruebas irrefutables o confesión para 'no meter en líos legales a la familia' si me equivoco.;child_advocacy -1
Psicología educativa;Competencias personales;2;Bullying Oculto;Una víctima de bullying acoso escolar te cuenta en confianza lo que sufre, pero te ruega llorando que no digas nada porque será peor para él.;Guardo el secreto absoluto respetando su 'confidencialidad' y su petición, limitándome a darle apoyo emocional.;child_advocacy -1;Derivo el problema de convivencia al tutor de forma genérica sin dar nombres.;;Intervengo discretamente activando el protocolo. Le explico que la seguridad y protección física prima sobre el secreto profesional.;child_advocacy 1;Le cambio de clase silenciosamente a mitad de evaluación.;
Psicología educativa;Competencias personales;3;Expulsión Injusta;Dirección quiere expulsar definitivamente a un alumno por problemas de conducta. Sabes que su entorno familiar es de riesgo y el colegio es su único anclaje.;Defiendo activamente medidas alternativas a la expulsión (aula de convivencia, mediación), argumentando el riesgo social que supone la calle.;child_advocacy 1;Me abstengo de opinar porque la expulsión es una competencia disciplinaria del equipo directivo.;;Aviso a servicios sociales preventivamente por si le expulsan.;;Apoyo a la dirección sin cuestionar. Mantener la 'disciplina del centro' está por encima de la situación particular del alumno.;child_advocacy -1
Psicología educativa;Competencias personales;4;Confidencialidad vs Tutores;Un profesor te exige saber los detalles clínicos (por qué un alumno va a terapia contigo) alegando que lo necesita 'para entenderle mejor en clase'.;Le doy orientaciones conductuales útiles para el aula sin revelar el diagnóstico clínico ni los secretos familiares, manteniendo el límite legal.;child_advocacy 1;Le pido permiso al alumno menor de edad para contárselo al profesor.;;Le cuento los detalles clínicos en confianza apelando a que, como su tutor, debe saberlo todo.;child_advocacy -1;Me niego rotundamente apelando a la ley de forma seca, sin darle ninguna pauta.;
Psicología educativa;Competencias personales;5;Presión Académica Excesiva;Padres exigen que a su hijo de 7 años le manden más deberes y se le acelere de curso creyendo que es superdotado. El niño muestra ansiedad por rendimiento.;Priorizo el bienestar emocional del menor, evaluando objetivamente y asesorando a la familia sobre los riesgos del estrés y la sobrepresión.;child_advocacy 1;Complazco a los padres recomendando aceleración académica para evitar un conflicto con ellos.;child_advocacy -1;Ignoro a los padres y dedico las sesiones a jugar con el niño en secreto.;;Les digo que las decisiones curriculares son exclusivas de la jefatura de estudios.;
Psicología educativa;Competencias personales;6;Abandono Escolar Tolerado;Alumno de 15 años falta mucho. La familia afirma que 'ya está trabajando en el negocio familiar'. La dirección lo da por perdido.;Acepto la decisión de la familia. Si no le interesa la educación secundaria, obligarle es perder el tiempo.;child_advocacy -1;Me centro en los alumnos que sí tienen interés en estudiar.;;Le facilito material impreso para que intente estudiar por su cuenta en casa.;;Lucho por su retención, activando protocolos de absentismo e informando a la fiscalía de menores si persiste. Su derecho a la educación es innegociable.;child_advocacy 1
Psicología educativa;Competencias personales;7;Negligencia Emocional;Una menor viene sistemáticamente sin desayunar, con ropa de verano en invierno y falta de higiene. No hay evidencia de maltrato físico directo.;Compro el almuerzo a la niña todos los días yo mismo para compensar y no aviso a nadie para no estigmatizarles.;child_advocacy -1;Coordino con servicios sociales de base para evaluar la situación de negligencia (desamparo) y ofrecer apoyos urgentes a la familia.;child_advocacy 1;Asumo que son costumbres propias de su entorno socioeconómico y no intervengo.;;Le digo a la niña que intente levantarse antes y se duche sola.;
Psicología educativa;Competencias personales;8;Uso de Etiquetas Limitantes;En el claustro, varios profesores se refieren a un niño constantemente como 'el TDAH que es imposible' o 'el subnormal'.;Me callo para no parecer el 'policía del lenguaje' del colegio.;;Confronto educadamente el estigma en el claustro, reformulando la conducta del niño y centrando el foco en sus necesidades de apoyo.;child_advocacy 1;Me uno a la queja para generar empatía con los profesores quemados y no romper la relación con ellos.;child_advocacy -1;Mando un correo masivo normativo sobre cómo se debe hablar de los alumnos.;
Psicología educativa;Competencias personales;9;Ideación Suicida Menor;Un alumno de 14 años confiesa pensamientos de muerte, pero dice que es 'una idea pasajera' y te prohíbe decírselo a sus padres.;Evalúo subjetivamente que el riesgo es bajo y no digo nada para no perder la alianza terapéutica con él.;child_advocacy -1;Le doy el Teléfono de la Esperanza y le digo que me busque si se encuentra peor.;;Rompo la confidencialidad de forma estructurada, evaluando el riesgo y contactando a familia y servicios de salud urgentemente.;child_advocacy 1;Intento animarle diciéndole que la adolescencia siempre es una etapa difícil.;
Psicología educativa;Competencias personales;10;Conflicto de Intereses (AMPA);El AMPA (que financia parte de tu sueldo en el colegio concertado) exige prioridad absoluta en las evaluaciones psicopedagógicas para los hijos de sus asociados.;Doy prioridad sistemática al AMPA para asegurar la viabilidad económica de mi puesto y evitar problemas.;child_advocacy -1;Me mantengo firme en el criterio de gravedad clínica y necesidad educativa como único orden de prioridad, no la afiliación al AMPA.;child_advocacy 1;Derivo a todos los no asociados a los equipos de orientación de la red pública.;;Intento hacer horas extra no remuneradas para conseguir evaluar a todos por igual.;
Psicología educativa;Competencias personales;11;Padres Negacionistas;Tienes indicadores clarísimos de Trastorno del Espectro Autista (TEA). El padre golpea la mesa: 'Mi hijo no es autista. Solo es tímido como yo'.;Retiro temporalmente los apoyos especiales hasta que la familia acepte formalmente el diagnóstico.;;Discuto con él frontalmente insistiendo en que mi evaluación clínica es innegable y debe aceptarla de inmediato.;family_collaboration -1;Valido el miedo del padre, pospongo la etiqueta diagnóstica y centro la reunión pragmáticamente en los apoyos que el niño necesita en clase ahora mismo.;family_collaboration 1;Le entrego un folleto sobre TEA para que lo lea en casa con calma.;
Psicología educativa;Competencias personales;12;Padres Helicóptero;La madre de una alumna de 14 años te llama cada día exigiendo que vigiles con quién se sienta su hija. Amenaza con ir a Inspección si no la proteges.;Establezco límites claros y un canal de comunicación mensual estructurado, redirigiendo el foco hacia fomentar la autonomía de la hija.;family_collaboration 1;Le digo a la hija que le pida a su madre que deje de llamar al colegio.;;Dejo de responder a sus llamadas y correos por acoso.;;Complazco sus demandas y cambio a la niña de sitio continuamente para evitar que la madre escale el problema.;family_collaboration -1
Psicología educativa;Competencias personales;13;Divorcio Conflictivo;Padres separados con custodia compartida en guerra. El padre te exige un informe psicológico del niño 'para usarlo en el juicio contra su ex-mujer'.;Elaboro dos informes ligeramente distintos para que cada padre escuche lo que quiere.;;Hago el informe detallando las quejas del niño sobre la madre porque me parece información relevante para el juez.;family_collaboration -1;Le digo que solicite el informe a través del juzgado y me desentiendo.;;"Me niego a emitir un informe pericial de parte; ofrezco solo un informe escolar neutro condicionado al consentimiento expreso de ambos progenitores.";family_collaboration 1
Psicología educativa;Competencias personales;14;Familia Ausente;Citas a los padres de un alumno muy disruptivo en tres ocasiones y no aparecen a las reuniones ni cogen el teléfono.;Dejo al alumno sin recreo hasta que logre que sus padres vengan al centro.;;Busco canales alternativos (horarios de tarde, contacto a través de un mediador vecinal) asumiendo barreras laborales o miedo a la institución.;family_collaboration 1;Les mando un burofax oficial amenazando con derivar el caso a Servicios Sociales si no acuden.;;Archivó el caso por 'falta de colaboración familiar' y aplico medidas punitivas exclusivas al alumno.;family_collaboration -1
Psicología educativa;Competencias personales;15;Madre Desbordada;Madre soltera pluriempleada rompe a llorar en tu despacho porque no puede controlar las rabietas de su hijo de 6 años y se siente la peor madre del mundo.;Le entrego una lista de 20 normas de disciplina estrictas que debe aplicar en casa sin falta desde esta misma tarde.;family_collaboration -1;Le digo que es una fase normal del desarrollo y que ya se le pasará al crecer.;;Sutilmente le indico que su estilo de crianza permisivo es la causa de los problemas del colegio.;;Muestro empatía activa, normalizo su estrés, ofrezco pautas psicoeducativas muy realistas y apoyo su derivación a recursos comunitarios.;family_collaboration 1
Psicología educativa;Competencias personales;16;Expectativas Irreales (Socioeconómicas);Familia de bajo nivel socioeconómico con un hijo brillante. Los padres no quieren que estudie Bachillerato porque 'necesitan que trabaje ya'.;Acepto que la situación socioeconómica es inamovible y le oriento a trabajos no cualificados rápidos.;;Medio con la familia mostrando el potencial real del chico, buscando juntos opciones de becas y FP de Grado Superior de forma respetuosa con su realidad.;family_collaboration 1;Inscribo al chico en becas universitarias yo mismo sin informar a los padres.;;Aliento al chico a que se rebele contra su familia y luche por su sueño cueste lo que cueste.;family_collaboration -1
