SECTOR;MES;TITULO;NARRATIVA;OPCION_A_TXT;OPCION_A_LOGIC;OPCION_B_TXT;OPCION_B_LOGIC;OPCION_C_TXT;OPCION_C_LOGIC;OPCION_D_TXT;OPCION_D_LOGIC;Unnamed: 12;Unnamed: 13
CONSULTORIA;32;Golpe Inesperado;Un proveedor crítico de servicios en la nube ha sufrido un incendio. Has perdido datos de la última semana. No tenías un backup externo reciente (fallo tuyo). Los clientes están furiosos y piden cabezas.;"Asumo la culpa públicamente. ""Ha sido error mío por no supervisar el backup"". Ofrezco compensaciones de mi propio bolsillo/bonus si hace falta. La responsabilidad es indelegable.";locus_control 3 | emotional_stability 2 | self_efficacy 1 | achievement -1;"Busco al responsable técnico de infraestructuras y le culpo del desastre ante los clientes. ""El protocolo falló"". Salvo la imagen de la empresa sacrificando un peón.";emotional_stability -2;"Minimizo el problema. Les digo a los clientes que ""es un estándar de la industria"" y que la pérdida es mínima. Intento normalizar la catástrofe para que no haya pánico.";self_efficacy 1 | risk_propensity 1 | emotional_stability -1;Me encierro en la oficina a trabajar en la recuperación técnica manual de datos, ignorando las llamadas de clientes hasta que tenga una solución. Acción antes que palabras.;achievement 3 | emotional_stability -1;;
CONSULTORIA;33;La Soledad del Mando;"Tienes que tomar una decisión impopular: cerrar la oficina física para siempre y ser 100% remotos para salvar costes. Tus socios no se mojan, dicen ""lo que tú veas"". Tus empleados aman la oficina.";Ejecuto la decisión basándome en los números. La soledad es el precio del cargo. Comunico la decisión con firmeza y empatía, pero sin pedir permiso.;autonomy 2 | emotional_stability 2 | innovativeness -1;"Pos pongo la decisión un mes más a ver si los números mejoran solos. Me aterra ser el ""malo de la película"" y romper el buen ambiente.";autonomy 3 | self_efficacy -1;Busco un consultor externo o un mentor para que valide mi decisión. Necesito que alguien con autoridad me diga que estoy haciendo lo correcto.;ambiguity_tolerance 1;Hago una encuesta vinculante a los empleados. Si ellos quieren oficina, nos quedamos, aunque tengamos que bajarnos el sueldo todos. Democratizo la crisis.;emotional_stability 2 | risk_propensity 2 | self_efficacy 1 | achievement -1 | locus_control -2;;
CONSULTORIA;34;El Caos Creativo;Tu producto actual funciona y da dinero, pero es metodológicamente aburrido. Ves una oportunidad de cambiarlo todo por una metodología nueva muy arriesgada pero revolucionaria. Nadie te lo pide.;Sí. La innovación es supervivencia. Si no nos canibalizamos nosotros mismos con algo nuevo, vendrá otro y nos matará. Empiezo la transición aunque duela.;innovativeness 3 | risk_propensity 2 | self_efficacy 1 | achievement -1 | locus_control -2;"No. ""If it ain't broke, don't fix it"". Optimizamos márgenes, mejoramos el servicio actual y nos olvidamos de modas. Pragmatismo y caja.";achievement 2 | emotional_stability -1;Creo un departamento de I+D separado (Skunkworks) para probar la nueva metodología sin tocar la vaca lechera actual. Innovación ambidiestra y segura.;innovativeness 3 | emotional_stability 2 | self_efficacy 1 | achievement -1;"Espero a ver si la competencia adopta la nueva metodología. Seré un ""Fast Follower"" si veo que funciona, pero no seré el conejillo de indias.";ambiguity_tolerance 2 | achievement -1;;
CONSULTORIA;35;La Meta Imposible;Te has puesto un objetivo anual de facturar 1M€. Estamos en Agosto y vas por 300k. Todo indica que no llegarás. El equipo está desmotivado por ver la meta tan lejos. Es agotador seguir empujando.;"Mantengo la meta y redoblo la presión. ""El objetivo no se toca, se toca la estrategia"". Creo un plan de guerra para los últimos 4 meses. El logro está en la superación.";achievement 4 | emotional_stability 2 | locus_control -2;Reajusto la meta a 600k. Es un objetivo desafiante pero alcanzable. Prefiero que el equipo termine el año con una victoria psicológica que con un fracaso glorioso.;innovativeness 2 | locus_control 2 | self_efficacy 1 | achievement -1;"Culpo al mercado y a la situación económica. ""Nadie está vendiendo este año"". Acepto que no llegaremos y bajo el ritmo para no quemarnos.";ambiguity_tolerance 1;"Cambio el objetivo. Dejamos de mirar facturación y pasamos a mirar ""Satisfacción de Cliente"". Cambio las reglas del juego a mitad de partido para sentir que ganamos.";innovativeness 2 | self_efficacy 1 | achievement -1;;
CONSULTORIA;36;Información Incompleta;Tienes que elegir entre dos estrategias: A (estable pero lenta) o B (rápida pero nueva y sin probar). Tienes el 40% de la información necesaria. Conseguir más datos tardaría 2 meses que no tienes.;Decido YA basándome en mi intuición y experiencia. Si me equivoco, corregiremos, pero la parálisis es peor que el error. Acción imperfecta.;autonomy 2 | ambiguity_tolerance 2 | risk_propensity 2 | self_efficacy 1 | innovativeness -1 | locus_control -2;Elijo la A (Estable). Ante la duda, la seguridad es lo primero. Prefiero tener problemas de velocidad futuros que problemas de rotura hoy.;innovativeness -1 | emotional_stability 2 | autonomy 1;Contrato a un experto freelance por horas para que analice las dos opciones en 1 semana. Compro certeza con dinero y gano tiempo.;innovativeness 2 | self_efficacy 1 | locus_control 2 | risk_propensity -1 | achievement -1;Lanzamos una moneda al aire (metafóricamente). Ambas opciones tienen riesgos, así que elijo la que más motive al equipo en este momento.;self_efficacy 1 | ambiguity_tolerance -1;;
CONSULTORIA;37;Crítica Pública Viral;Un ex-empleado resentido publica un hilo en Twitter contando intimidades vergonzosas de la empresa (caos, desorden, malas decisiones). Se hace viral. Tu imagen personal está en entredicho.;"No respondo. Mi estabilidad emocional no depende de Twitter. Dejo que pase la tormenta y sigo trabajando. ""Los hechos hablarán más alto"".";emotional_stability 2 | ambiguity_tolerance 2 | achievement 3 | risk_propensity -1;Publico un post reconociendo los errores reales mencionados (vulnerabilidad) y explicando cómo hemos mejorado desde entonces. Desactivo el ataque con humildad.;emotional_stability 3 | self_efficacy 1 | ambiguity_tolerance 2 | risk_propensity -1;Le demando por revelación de secretos y difamación. Voy a por todas para defender mi honor y el de la empresa. Tolerancia cero.;emotional_stability 2 | risk_propensity -1 | autonomy 1;Me afecta profundamente. Me encierro en casa unos días y pienso en dejarlo todo. Siento que todo el esfuerzo no ha valido la pena.;ambiguity_tolerance -2;;
CONSULTORIA;38;Burocracia vs Agilidad;La empresa ha crecido a 30 personas. Empieza a haber descontrol. Tu socio propone implementar OKRs, fichaje horario y reportes semanales. Tú temes perder la frescura de startup.;"Implemento un ""Mínimo Control Viable"". Unas pocas reglas claras, pero mantengo la libertad. La autonomía es sagrada para innovar.";emotional_stability 3 | autonomy 2 | self_efficacy 1 | risk_propensity -1;Acepto la burocratización total. Necesitamos orden para escalar. Si perdemos frescura, es el precio de hacernos mayores. Excel y procesos para todo.;achievement 4 | innovativeness -1;"Rechazo los procesos. ""Somos piratas, no la Marina"". Prefiero el caos creativo que el orden estéril. Confío en la auto-organización.";ambiguity_tolerance 2 | autonomy 2 | self_efficacy -1;Copio el manual de cultura de una gran empresa y lo implanto tal cual, esperando que funcione por arte de magia y ponga orden.;emotional_stability 1 | risk_propensity -1 | autonomy 1;;
CONSULTORIA;39;El Esfuerzo sin Premio;"El equipo ha trabajado un fin de semana entero para una entrega y el cliente ha rechazado el trabajo por ""no cumplir expectativas"". El equipo está destrozado y pide reconocimiento por el esfuerzo.";"Les digo la verdad: ""El esfuerzo sin resultados es irrelevante en el mundo real"". Analizamos por qué fallamos para no repetirlo. Dureza constructiva.";achievement 3 | locus_control 2 | emotional_stability -1;Les felicito por la entrega y les pago una cena. Valoro la actitud por encima del resultado puntual. Necesito mantener la moral alta.;emotional_stability 2 | self_efficacy 1 | risk_propensity -1;Me peleo con el cliente. Defiendo que el trabajo es bueno y que su criterio es erróneo. Protejo a mi equipo atacando fuera.;emotional_stability 2 | risk_propensity -1 | autonomy 1;Bajo el nivel de exigencia para el próximo sprint. Veo que están quemados y prefiero ir más lento pero seguros. Cuido la máquina.;achievement -1;;
CONSULTORIA;40;Reinvención Personal;Te das cuenta de que tus habilidades técnicas (ejecutar proyectos) ya no son lo que la empresa necesita. Ahora hace falta gestión, ventas y hablar con inversores. Odias hacer eso.;Me reinvento. Aprendo finanzas y ventas a marchas forzadas. Me convierto en el CEO que la empresa necesita, aunque me duela salir de mi zona de confort.;innovativeness 2 | locus_control 2 | self_efficacy 1 | achievement -1;Contrato a un CEO profesional y yo vuelvo a ser Técnico. Conozco mis fortalezas y no voy a ser mediocre en un puesto que odio por ego.;locus_control 2 | emotional_stability 2 | self_efficacy 1 | achievement 3 | risk_propensity -1;"Sigo haciendo lo técnico (micromanagement) e ignoro la gestión, esperando que ""alguien"" lo haga o que no sea tan importante.";self_efficacy -2;Vendo la empresa. Si ya no puedo hacer lo que me gusta (el trabajo real), este proyecto ha dejado de tener sentido para mí.;emotional_stability 2 | achievement -1;;
PYME;1;El Cliente Único;Tienes un cliente que supone el 80% de tu facturación mensual. Te acaba de llamar exigiendo una bajada de precios del 20% o se lleva la producción a otro taller. Si aceptas, tu margen desaparece y trabajarás gratis. Si te niegas, quiebras mañana por falta de liquidez.;Me niego rotundamente y activo un plan de crisis para buscar clientes nuevos esta misma semana. Prefiero morir de pie luchando por mi valor que vivir de rodillas como un esclavo.;risk_propensity 3 | self_efficacy 1 | autonomy 2 | emotional_stability -1 | locus_control -2;Acepto la bajada temporalmente. La supervivencia es lo primero. Ya buscaré la forma de reducir costes por otro lado (quizás bajando calidad o despidiendo) para recuperar el margen más adelante.;achievement 4 | emotional_stability -1;Negocio una bajada menor (10%) a cambio de mejores condiciones de pago (pronto pago) o mayor volumen garantizado por contrato. Intento salvar los muebles con mano izquierda.;self_efficacy 2 | emotional_stability 2 | locus_control 2 | ambiguity_tolerance -1;Le miento diciendo que tengo otra oferta de un cliente grande esperando para entrar, para ver si se asusta y retira la amenaza. Me juego el futuro a un farol.;risk_propensity 2 | innovativeness 2 | self_efficacy 1 | emotional_stability -1 | achievement -1 | locus_control -2;;
PYME;2;Inversión a Vida o Muerte;Tu máquina principal es vieja y lenta, lo que te hace perder pedidos. Una nueva cuesta 50.000€ (todo tu beneficio acumulado de 3 años). Si la compras, serás competitivo pero te quedas sin colchón de seguridad ante cualquier imprevisto. Si no, seguirás languideciendo lentamente.;Compro la máquina. Hay que invertir para crecer. Si viene una crisis, me pillará sin dinero en el banco, pero con capacidad de producción moderna. Apuesto todo al futuro.;risk_propensity 3 | achievement 4 | self_efficacy 1 | emotional_stability -1 | locus_control -2;"No compro. ""Guardar para cuando no haya"". Sigo con la vieja, reparándola con parches caseros. La seguridad financiera y dormir tranquilo es mi única prioridad.";ambiguity_tolerance 1;Busco un leasing o financiación externa para no descapitalizarme, aunque pague intereses altos. Compro velocidad manteniendo mi liquidez para emergencias.;innovativeness 2 | emotional_stability 2 | self_efficacy 1 | achievement -1;Compro una máquina de segunda mano o de una marca blanca china, más barata pero con riesgo de avería. Solución intermedia de bajo coste y riesgo medio.;innovativeness 3 | self_efficacy 1 | risk_propensity 1 | achievement -1;;
PYME;3;Digitalizarse o Morir;"Sigues llevando los pedidos en papel y Excel. Tu competencia usa un ERP moderno y CRM. Tu equipo administrativo (gente mayor de confianza) se niega a cambiar y aprender software nuevo. ""Siempre se ha hecho así y funciona"", te dicen.";"Impongo la digitalización por decreto. ""O os adaptáis o os vais"". La empresa no puede ser un museo por culpa de la comodidad de nadie. Contrato formación obligatoria.";self_efficacy 2 | emotional_stability 2 | ambiguity_tolerance -1;Lo dejo estar. Valoro más la paz social y que el trabajo salga (aunque lento) que pelearme con mi gente de toda la vida. La tecnología puede esperar, la lealtad no.;emotional_stability 1 | risk_propensity -1 | autonomy 1;Contrato a un joven digital para que haga de puente humano: él mete los datos en el sistema mientras los mayores siguen con sus papeles. Parcheo la situación con coste extra.;ambiguity_tolerance 1;Implemento el cambio muy poco a poco, módulo a módulo, tardando 2 años en vez de 3 meses, para no asustarles. Estrategia de la rana hervida.;ambiguity_tolerance 3 | innovativeness 2 | emotional_stability 2 | self_efficacy 1 | achievement -1;;
PYME;4;El Familiar Incompetente;"Tu cuñado trabaja contigo en el almacén. Es buena persona pero un desastre trabajando: lento y comete errores que cuestan dinero. La familia te presiona para que no le eches porque ""le hace falta el dinero"".";"Le despido. ""La empresa no es una beneficencia"". Separo familia y negocios radicalmente, aunque me cueste la cena de Navidad y el enfado de mi pareja.";achievement 4 | autonomy 2 | emotional_stability -1;"Le mantengo pero le quito responsabilidades críticas. Le pongo a barrer o hacer recados inocuos. Asumo su sueldo como un ""impuesto familiar"" inevitable.";locus_control 3 | emotional_stability -1;Le pago un curso de formación y le pongo un mentor para ver si mejora. Invierto en él por cariño, esperando que cambie (aunque sé que es difícil).;ambiguity_tolerance 3 | achievement -1;Le busco trabajo en la empresa de un amigo (enchufado) para sacármelo de encima sin que parezca un despido directo.;self_efficacy 1 | ambiguity_tolerance -1;;
PYME;5;La Tentación Fiscal;"Tu gestor te dice que si pasas ciertos gastos personales (coche familiar, compra del súper, viajes) como gastos de empresa, te ahorras 4.000€ en impuestos este año. ""Todo el mundo lo hace"", dice. El riesgo de inspección es bajo, pero existe.";Lo paso todo. 4.000€ son 4.000€. El sistema es injusto con las PYMES y hay que defenderse como sea. Asumo el riesgo como parte del juego.;locus_control 3 | achievement 3 | emotional_stability -2;No paso nada ilegal. Quiero dormir tranquilo. Si viene una inspección, quiero que me den la enhorabuena. La tranquilidad mental vale más que ese dinero.;emotional_stability 3 | risk_propensity -1 | autonomy 1;"Paso solo ""lo gris"" (comidas de trabajo dudosas), pero no lo descarado (viaje a Disney). Busco el límite de lo aceptable sin cruzarlo del todo.";self_efficacy 2 | emotional_stability 2 | autonomy 2 | ambiguity_tolerance -1;Cambio de gestor. Si me propone fraudes, no me fío de él. Busco uno más riguroso aunque me haga pagar más impuestos.;innovativeness 2 | self_efficacy 1 | achievement -1;;
PYME;6;La Baja del Empleado Clave;Tu encargado, el único que sabe manejar la máquina crítica, se ha roto una pierna. 3 meses de baja. No tienes a nadie más formado. Los pedidos se acumulan y los clientes gritan.;Me pongo el mono de trabajo y bajo al taller a hacerlo yo mismo, echando 14 horas al día. El dueño tapa los agujeros con su propio cuerpo y sacrificio.;locus_control 3 | ambiguity_tolerance 2 | emotional_stability -1;Llamo a una ETT o busco un freelance urgente. Pago el doble de sueldo si hace falta, pero no paro la producción ni me quemo yo. El dinero soluciona problemas.;innovativeness 3 | self_efficacy 1 | risk_propensity 2 | achievement -1 | locus_control -2;Llamo a los clientes y les digo la verdad: habrá retrasos. Apelo a su comprensión y cancelo pedidos si es necesario. Prefiero honestidad a reventar.;emotional_stability 3 | locus_control 2 | self_efficacy 1 | risk_propensity -1;"Le pido al empleado de baja que venga ""solo a supervisar sentado"" o que trabaje desde casa en negro si es posible. Fuerzo la legalidad por pura necesidad.";autonomy 2 | emotional_stability 1 | innovativeness -1;;
PYME;7;Vender o Heredar;Tienes 60 años. Tus hijos no quieren la empresa, quieren ser artistas. Un competidor te ofrece comprarla, pero sabes que despedirá a tu plantilla de toda la vida para quedarse con la cartera de clientes. Tú quieres jubilarte ya.;"Vendo. ""El que venga detrás que arree"". He trabajado toda la vida y merezco mi descanso y mi dinero. No soy responsable del mundo una vez me vaya.";locus_control 3 | autonomy 2 | emotional_stability -1;No vendo. Me quedo trabajando hasta morir o hasta encontrar un sucesor que respete a mi gente. Mi lealtad a mis empleados es absoluta, son mi familia.;emotional_stability 3 | locus_control 3 | risk_propensity -1;Les propongo a los empleados que se queden la empresa ellos (Cooperativa / MBO). Les doy facilidades de pago para que la compren poco a poco.;ambiguity_tolerance 3 | achievement -1;Contrato a un gerente externo profesional para que la lleve mientras yo sigo cobrando dividendos como dueño. Mantengo la propiedad pero no el trabajo.;locus_control 3 | self_efficacy 1 | risk_propensity 1 | emotional_stability -1;;
PYME;8;La Guerra de Precios Local;Ha abierto una franquicia low-cost en tu misma calle. Venden lo mismo que tú a mitad de precio. Tus ventas han bajado un 30% en un mes. No puedes competir en precio sin perder dinero en cada venta.;"Subo los precios y mejoro la calidad. Me diferencio por servicio, trato personal y excelencia. Me convierto en la opción ""Premium"" del barrio.";innovativeness 3 | risk_propensity 2 | self_efficacy 1 | achievement -1 | locus_control -2;Bajo los precios y entro en guerra total. Recorto costes, despido gente y compro peor material. A ver quién aguanta más la respiración antes de quebrar.;ambiguity_tolerance 1;No hago nada. Confío en que la franquicia cerrará pronto o que mis clientes fieles volverán cuando vean que lo barato sale caro. Resistencia pasiva.;ambiguity_tolerance 3 | achievement -1;"Busco alianzas con otros comercios del barrio para hacer promociones conjuntas y crear un frente común. ""Comercio Local Unido"".";self_efficacy 2 | innovativeness 2 | ambiguity_tolerance -1 | achievement -1;;
PYME;9;El Agujero del Impagado;Una empresa grande para la que trabajaste ha entrado en concurso de acreedores y te ha dejado a deber 20.000€. Es todo tu beneficio del año. Tienes rabia y miedo por tu propia solvencia.;Doy el dinero por perdido, aprendo la lección (seguro de crédito para la próxima) y me centro obsesivamente en vender más para tapar el agujero. Miro al futuro.;ambiguity_tolerance 3 | innovativeness 2 | self_efficacy 1 | achievement -1 | risk_propensity -1;Me obsesiono con recuperarlo. Contrato abogados, detectives y les llamo cada día. Gasto energía y dinero en perseguir el pasado por principio de justicia.;achievement 4 | emotional_stability 2 | risk_propensity -1;Recorto gastos de todos lados (luz, agua, cafés, limpieza) en la empresa hasta recuperar esos 20k céntimo a céntimo. Impongo una economía de guerra.;ambiguity_tolerance 1;Lo oculto a mi equipo y a mi familia para no preocuparles, y sufro la ansiedad en silencio mientras intento taparlo con nuevos trabajos.;locus_control 2 | emotional_stability -1;;
PYME;10;Expansión Peligrosa;Te va muy bien en tu ciudad. Te proponen abrir una sucursal en la ciudad de al lado. Implica pedir un préstamo grande y doblar la estructura de personal. Si sale mal, la deuda puede arrastrar a la empresa original y perderlo todo.;"Me lanzo. ""Quien no avanza, retrocede"". Tengo el modelo validado y es el momento de crecer. Asumo el riesgo financiero por la gloria de ser una cadena.";risk_propensity 2 | ambiguity_tolerance 2 | self_efficacy 1 | locus_control -2 | emotional_stability -1;"Me quedo como estoy. ""Virgencita, que me quede como estoy"". Vivo bien, gano dinero y duermo tranquilo. No necesito más líos ni más dinero.";ambiguity_tolerance 1;Busco un socio local en la otra ciudad para franquiciar o ir a medias. Comparto el riesgo y el beneficio. Crezco con paracaídas.;self_efficacy 2 | innovativeness 2 | ambiguity_tolerance -1 | achievement -1;"Abro una ""pop-up"" o tienda temporal barata para probar el mercado antes de invertir en serio. Testeo con gaseosa antes de beber.";risk_propensity 3 | self_efficacy 1 | emotional_stability -1 | locus_control -2;;
PYME;11;Envidia por el Teletrabajo;Tus administrativos quieren teletrabajar dos días por semana, pero los operarios de almacén/taller no pueden por la naturaleza de su trabajo. Si das teletrabajo a unos, los otros se sentirán discriminados y habrá mal ambiente.;"Nadie teletrabaja. ""O todos moros o todos cristianos"". La equidad y el compañerismo son lo primero. Solidaridad presencial obligatoria para mantener el equipo unido.";ambiguity_tolerance 1;Teletrabajo para quien pueda. El mundo ha cambiado y no puedo frenar el progreso por envidias. Explico claramente que son puestos diferentes con condiciones diferentes.;ambiguity_tolerance 1;Doy teletrabajo a los de oficina y un plus económico o días libres extra a los de taller para compensar la falta de flexibilidad. Busco el equilibrio con dinero.;self_efficacy 2 | emotional_stability 2 | innovativeness 2 | ambiguity_tolerance -1 | achievement -1;Hago rotaciones para que los de oficina vengan a veces y no pierdan el contacto con la realidad del taller. Intento nadar y guardar la ropa.;ambiguity_tolerance 1 | achievement -1;;
PYME;12;El Proveedor Único;Dependes al 100% de un proveedor que te da buen precio y mucho crédito. Si él falla o cierra, tú paras mañana. Te da miedo esa dependencia, pero buscar otros es más caro y trabajoso.;"Busco dos proveedores más ya mismo, aunque sean un 10% más caros. Diversifico el riesgo urgentemente. ""No poner todos los huevos en la misma cesta"".";innovativeness 3 | self_efficacy 1 | achievement -1;Sigo con él y le cuido. He construido una relación de confianza de años. Si tengo problemas, él me ayudará. Apuesto por la relación personal.;emotional_stability 3 | ambiguity_tolerance 2 | risk_propensity 1 | achievement -1 | self_efficacy -2;Le exijo un contrato de suministro garantizado con penalizaciones. Intento blindarme legalmente ante su posible fallo, poniendo burocracia por medio.;ambiguity_tolerance 1;Compro stock de seguridad para 3 meses por si acaso y alquilo un almacén extra. Invierto dinero en stock para dormir tranquilo.;emotional_stability 3 | risk_propensity -1 | autonomy 1;;
PYME;13;Innovación vs Tradición;"Fabricas un producto tradicional (ej: muebles artesanos). El mercado pide cosas modernas, baratas y de entrega rápida (tipo Ikea). Tu encargado de taller, un artesano viejo, dice que ""eso no es calidad"" y se niega a bajar el estándar.";Mantengo la tradición. Somos artesanos. Moriremos con las botas puestas si hace falta, pero no haremos basura. Mi marca es mi calidad y mi historia.;emotional_stability 3 | risk_propensity -1;"Creo una segunda línea ""Joven"" más barata y moderna, fabricada fuera o con máquinas, para pagar las facturas de la línea artesana deficitaria.";innovativeness 3 | self_efficacy 1 | achievement -1;Modernizo el taller con control numérico. Despido a los artesanos puristas y paso a producción semi-industrial. El mercado manda y hay que adaptarse.;achievement 3 | emotional_stability -1;"Vendo la marca como ""Lujo exclusivo"" y subo precios x10. Si somos viejos, somos vintage y caros. Busco al cliente rico que valora lo hecho a mano.";innovativeness 2 | self_efficacy 1 | achievement -1;;
PYME;14;El Banco Cierra el Grifo;"El banco te comunica que te cancela la póliza de crédito de repente por ""cambio de política de riesgos"". Te quedas sin liquidez operativa mañana. Tienes pedidos firmados pero no dinero para comprar material.";Busco financiación alternativa urgente (Fintech, Crowdlending, Prestamistas) aunque sea mucho más cara. El dinero es la sangre del negocio, pago lo que sea por él.;innovativeness 3 | risk_propensity 3 | self_efficacy 1 | achievement -1 | locus_control -2;"Pido anticipos a los clientes. Les explico la verdad y les pido ayuda. ""Si queréis el producto, pagad por adelantado"". Transparencia radical y confianza.";self_efficacy 1 | ambiguity_tolerance 2 | risk_propensity 1 | achievement -1;Vendo activos personales o de la empresa (furgoneta, local) malvendidos para conseguir cash hoy. Liquido patrimonio para seguir operando. Quemo las naves.;locus_control 2 | emotional_stability -1;Reduzco la empresa al tamaño que pueda financiar con mi caja real. Cancelo pedidos y despido gente. Si tengo que hacerme pequeño, me hago pequeño.;locus_control 3 | emotional_stability 3 | achievement -1;;
PYME;15;El Ciberataque (Ransomware);Un virus ha encriptado todos los archivos de tu servidor. Te piden 5.000€ en Bitcoin para recuperarlos. No tienes copias de seguridad recientes (error tuyo). Toda la contabilidad, clientes y pedidos están ahí. Estás ciego.;Pago el rescate. Es un error mío y 5.000€ es barato comparado con perderlo todo y cerrar. Trago saliva, pago a los criminales y rezo para que cumplan.;achievement 4 | emotional_stability 2 | risk_propensity -1;No pago. Llamo a informáticos para intentar recuperar lo que sea y reconstruyo el resto a mano con facturas en papel y memoria. Trabajo de chinos, pero digno.;ambiguity_tolerance 3 | emotional_stability 2 | achievement -1;Denuncio a la policía y me siento a esperar. Me paralizo esperando que la autoridad me resuelva el problema (spoiler: no lo harán a tiempo).;ambiguity_tolerance 2 | achievement -1;"Cierro la empresa y abro otra nueva limpia. Aprovecho el desastre para hacer ""borrón y cuenta nueva"" fiscal y laboral. Huida hacia adelante.";emotional_stability -2;;
PYME;16;El Empleado Conflictivo pero Bueno;"Tienes un empleado que trabaja muy bien y saca mucha faena, pero es un ""mal bicho"". Critica a la empresa por detrás, desmotiva a los compañeros y crea mal ambiente constante.";Le despido. Una manzana podrida estropea el cesto. El rendimiento individual no compensa el daño colectivo a la cultura. Higiene mental para todos.;self_efficacy 2 | autonomy 3 | risk_propensity 2 | ambiguity_tolerance -1 | locus_control -2;Le aguanto porque saca el trabajo adelante y me cuesta dinero despedirle. Miro para otro lado y le aíslo de los demás para que no contamine.;achievement 3 | emotional_stability -1;"Hablo con él e intento ""convertirle"". Creo que puedo cambiar su actitud con cariño, coaching y liderazgo. Síndrome del salvador.";ambiguity_tolerance 3 | achievement -1;Le promociono para darle más responsabilidad, pensando que si se siente importante dejará de criticar. (Estrategia arriesgada de cooptación).;locus_control 3 | ambiguity_tolerance 1 | emotional_stability -1;;
PYME;17;Contratar al Hijo del Dueño;"Tu hijo acaba de terminar los estudios y quiere entrar en la empresa. No está preparado, no tiene actitud y quiere ser jefe, pero tu pareja te presiona. Es ""su derecho"" como heredero.";"Le digo que no. ""Vete a trabajar fuera 5 años, aprende, equivócate, y luego hablamos"". La empresa se respeta y no es una guardería. Meritocracia.";emotional_stability 3 | risk_propensity -1;"Le meto en el almacén a cargar cajas a las 6:00 AM. ""Aquí se empieza desde abajo"". Si sobrevive a la realidad, servirá. Si no, se irá él solo.";autonomy 3 | emotional_stability 1 | innovativeness -1;"Le creo un puesto de ""Adjunto a Dirección"" con buen sueldo y coche. Es mi hijo, esto es para él y la sangre tira más que el negocio.";emotional_stability -2;Le contrato pero le pongo bajo las órdenes del encargado más duro y exigente que tengo, pidiéndole que no tenga piedad con él.;self_efficacy 2 | innovativeness 2 | ambiguity_tolerance 1 | achievement -1;;
PYME;18;La Burocracia de la Calidad;Un cliente grande te exige tener la certificación ISO 9001. Implantarla es un infierno de papeles, procedimientos y un coste de 6.000€, y sabes que no mejorará tu producto real, solo es burocracia.;Lo hago. Es el peaje para jugar en las grandes ligas. Me tapo la nariz, pago, relleno los papeles y consigo el sello. Es una inversión comercial necesaria.;innovativeness 3 | self_efficacy 1 | achievement -1 | emotional_stability -1;No lo hago. Mi calidad está en el producto, no en un sello de papel. Si el cliente no lo ve, que se vaya. Resistencia a la burocracia inútil.;ambiguity_tolerance 1;"Busco una certificadora ""barata"" que me de el sello sin mirar mucho. Cumplo el trámite (tick the box) con el mínimo esfuerzo y coste.";achievement 3 | emotional_stability -1;Intento convencer al cliente de que mis controles internos son mejores que la ISO y le invito a auditarme él mismo. Trato de negociar la exigencia.;self_efficacy 2 | locus_control 2 | ambiguity_tolerance -1;;
PYME;19;El Defecto Oculto;Has fabricado 1.000 unidades con un defecto estético menor (el logo está un poco torcido). Funcionan perfecto. El cliente no lo ha notado aún y las ha recibido. Si te callas, cobras. Si lo dices, pierdes dinero.;Aviso al cliente, le cuento el defecto y le ofrezco un descuento del 20% si se las queda, o repetirlas gratis. Honestidad proactiva para ganar confianza.;emotional_stability 3 | ambiguity_tolerance 2 | risk_propensity -1;"Me callo. Si se queja, diré que no me di cuenta y actuaré sorprendido. ""Si cuela, cuela"". El defecto es mínimo y necesito cobrar.";risk_propensity 3 | self_efficacy 1 | emotional_stability -1 | locus_control -2;Las recojo todas y las repito sin que el cliente se entere. Mi marca no entrega basura. El coste de repetirlo es menor que el coste de imagen.;ambiguity_tolerance 1;Intento venderlas a otro cliente menos exigente (outlet/saldo) y fabrico nuevas para el principal. Recupero parte del coste con astucia.;innovativeness 3 | self_efficacy 1 | achievement -1 | risk_propensity -1;;
PYME;20;La Amenaza de Amazon;Vendes en tu tienda física y local. Amazon te ofrece vender tus productos en su Marketplace. Llegarás a todo el mundo, pero te cobrarán comisiones altas, te copiarán los datos y perderás el contacto directo con el cliente.;Entro en Amazon. Es donde está la gente. Si no estoy ahí, no existo. Acepto sus reglas leoninas para conseguir volumen y facturación.;innovativeness 3 | locus_control 2 | self_efficacy 1 | achievement -1;No entro. Amazon es el enemigo del comercio local. Me mantengo fiel a mi canal y mi web propia. Resistencia numantina y defensa de mi margen.;autonomy 3 | innovativeness -1 | emotional_stability 2;Entro en Amazon solo con productos gancho baratos para atraer gente, y pongo un flyer en la caja para llevarlos a mi web propia. Uso al enemigo.;autonomy 3 | innovativeness -1 | emotional_stability 2;Creo una segunda marca solo para Amazon para no canibalizar mis precios ni mi marca principal. Juego a dos bandas protegiendo mi identidad.;autonomy 2 | innovativeness -1 | emotional_stability 2;;
